iestades_kods;nosaukums
800800009;Sedliņa Biruta - ģimenes ārsta prakse
19364006;ASTRA RE, medicīniskā SIA
170077436;Štrāle Ilze - ārsta prakse neiroloģijā un akupunktūrā
321400004;Lejniece Inese - ģimenes ārsta prakse 
641000009;Lobača Jeļena - ārsta prakse ginekoloģijā, dzemdniecībā
50000031;Babuškina Svetlana - ārsta prakse ginekoloģijā, dzemdniecībā
880200029;TALSU SANUS, SIA
10000322;Teikas Klīnika, Sabiedrība ar ierobežotu atbildību
90077201;ASTRAS ZOBĀRSTNIECĪBA, Sabiedrība ar ierobežotu atbildību
170000163;Cīrulis Sandris - masiera prakse
170000164;Poriņa Daina - ārsta prakse psihiatrijā
700200065;NeuroPhys, Sabiedrība ar ierobežotu atbildību
19377416;Birzniece Līga Benita - ārsta seksologa, seksopatologa un hipnoterapeita prakse
10000552;Ozoliņš Kārlis - ārsta prakse anestezioloģijā, reanimatoloģijā
640600008;Blikerte Gunta - ārsta prakse zobārstniecībā
19477226;Rātfelderu ģimenes prakse, Sabiedrība ar ierobežotu atbildību
210000010;Vēvere Viktorija - ārsta prakse pneimonoloģijā un alergoloģijā
885100007;Pinkena Inga -ārsta prakse zobārstniecībā
620200030;Ābele Ilze - ārsta prakse otolaringoloģijā un homeopātijā
170000047;Ramane Ieva - ārsta prakse ginekoloģijā, dzemdniecībā
10001001;Azarjana Kristīne - ģimenes ārsta un dermatologa, venerologa ārsta prakse
90000010;Lauva Solvita - ārsta prakse psihoterapijā
660200023;ILZES KOCIŅAS ZOBĀRSTES PRAKSE, IK
10000115;Sebre Žanete - ārsta prakse psihoterapijā
780200018;BĒRZGALES PAGASTA FELDŠERU-VECMĀŠU PUNKTS, RĒZEKNES NOVADA PAŠVALDĪBAS BĒRZGALES PAGASTA PĀRVALDE
801800002;Raga Mudīte - masiera prakse 
10064544;SANDENT, Sabiedrība ar ierobežotu atbildību
804400025;G.Veides ģimenes ārsta prakse, SIA
19175416;Lazdāne Margerita - ģimenes ārsta prakse
10064521;LAUVAS ZOBS, Sabiedrība ar ierobežotu atbildību
10000195;Kovaldins Aleksandrs - ārsta prakse bērnu neiroloģijā
10000934;Kaugure Gunta - ārsta prakse kardioloģijā
10000495;Osteomed, SIA
680200028;Ludzas pilsētas pirmsskolas izglītības iestāde Rūķītis
381600007;Spridzāns Andris - ģimenes ārsta prakse
640600007;Lankups Andis - masiera prakse
170075438;Komarovs Aleksandrs - ģimenes ārsta prakse
19464502;Titāns N, Sabiedrība ar ierobežotu atbildību
90064503;SALVUS A, zobārstniecības privātprakse, SIA 
10000181;Cedriņa Rudīte - ārsta psihiatra un psihoterapeita prakse
740200043;Liepiņa Guna - fizioterapeita prakse
19364507;PLUSS22, Sabiedrība ar ierobežotu atbildību
19177404;Upmiņa Indra - ārsta prakse psihoterapijā
10001738;SO Trust, SIA
808400005;Valsts robežsardze
10000140;Salna Jolanta - masiera prakse
250000167;Zvīgulis Ivars - ārsta prakse traumatoloģijā, ortopēdijā
807600027;ACB Tenisa klubs, Sabiedrība ar ierobežotu atbildību
740200097;Čakare Karīna - fizioterapeita prakse
10000334;Pliekšāni, Sabiedrība ar ierobežotu atbildību
801600020;Vanaga Anita - ārsta prakse ginekoloģijā, dzemdniecībā
10001678;Integrative Medicine Clinic, SIA
10001739;Gaso, Akciju sabiedrība
19177451;Vasiļjeva Antonija - ārsta prakse neiroloģijā
640600012;KURZEMES EGV, SIA
19464515;MOŽUMS ZOBĀRSTNIECĪBA, SIA
360200063;Daina Med, SIA 
250000168;Ozola Guna - ārsta prakse kardioloģijā
10016001;VALSTS TIESU MEDICĪNAS EKSPERTĪZES CENTRS
10000287;Keisa Spodrīte - ārsta prakse endokrinoloģijā
900200019;Radionova Sandra - ārsta prakse zobārstniecībā
250000004;Valmieras pilsētas3. pirmsskolas izglītības iestāde Sprīdītis
640600013;Krūzes Vilmas ģimenes ārsta prakse, IK
170000049;Strazds Ivars - ārsta prakse pediatrijā
130000042;Bergmane Ilze - ģimenes ārsta prakse
10001740;FamilyDent, SIA
270000027;Novikova Nataļja - ārsta prakse kardioloģijā 
888300003;Berga Ruta -ģimenes ārsta prakse
10000431;Valaine Iveta - ārsta prakse psihoterapijā
806000001;Ganus Anita - ģimenes ārsta un pediatra prakse 
10000400;PIRMĀ STOMATOLOĢISKĀ KLĪNIKA, Sabiedrība ar ierobežotu atbildību
10001948;Auxilium Plus, Sabiedrība ar ierobežotu atbildību
50077481;Deļmans Gļebs - ārsta prakse gastroenteroloģijā
50077446;Guļtjajeva Svetlana - ģimenes ārsta prakse
840200006;Dr. Attekas privātprakse, SIA
840600016;Gaiķu pagasta doktorāts, Brocēnu novada pašvaldība
19177460;Aristova Ilona - ārsta prakse kosmetoloģijā
10001191;Otisone Ingūna - ārsta radiologa diagnosta prakse
19375438;Jevčuka Natālija - ģimenes ārsta prakse
19475428;Kaņepe Karīna - ģimenes ārsta prakse
700200011;Ješčenko Lidija - ārsta prakse zobārstniecībā
10001741;VZK, Sabiedrība ar ierobežotu atbildību
10001742;KAVI, Sabiedrība ar ierobežotu atbildību
888300007;M. Džeriņas ārsta prakse, IK
801600016;Baltiņa Ineta - ārsta prakse zobārstniecībā
90000103;E.Maigones ārsta prakse, SIA
50000141;FIZIOFIT, SIA
801600078;Tērauds Ivo - ārsta prakse otolaringoloģijā
10001743;Alda Puķīša ārsta prakse, SIA
420200081;VASARIŅAS SK, IK
130000092;Štāne Laura - ārsta prakse psihiatrijā
10001744;Ņeskoromnijs Andrejs - arodveselības un arodslimību ārsta prakse
250000040;Rame Antra - ārsta prakse zobārstniecībā
880200065;Vēmane Monika - ģimenes ārsta un pediatra prakse
19277202;Strods Vilnis - ārsta prakse zobārstniecībā 
10001664;Locoflex Medical, SIA
10000445;Rozenbergs Leonīds - fizikālās un rehabilitācijas medicīnas ārsta prakse
270000035;Dzērve Egils Uldis - sporta ārsta prakse
427500011;Straupes narkologu centrs, SIA
941600021;RUGITA, Sabiedrība ar ierobežotu atbildību
10001745;KRZK, Sabiedrība ar ierobežotu atbildību
801600040;Fiļipova Ieva - ārsta ortodonta prakse
661400006;NADEŽDAS OŠČENKOVAS ĢIMENES ĀRSTES PRAKSE, Limbažu rajona Oščenkovas individuālais uzņēmums
19464004; Hollywood smile, SIA
10001746;Kusties Brīvi, Sabiedrība ar ierobežotu atbildību
406477401;Bauverte Inita - ārsta prakse oftalmoloģijā
380200041;Klija Oskars - fizioterapeita prakse
760200033;Trofimovs Vladimirs - ārsta prakse zobārstniecībā 
250000104;Kravale Jolanta - ģimenes ārsta prakse
10001512;MVP PROF, Sabiedrība ar ierobežotu atbildību
460200043;I. Muzikantes ārsta prakse, SIA
130000093;STELLA ALPINA, SIA
700200024;DAMIA, Sabiedrība ar ierobežotu atbildību
250000027;ŅINAS GAILĪTES ĢIMENES ĀRSTA PRAKSE, SIA
170000116;Rutkovska Diana - ģimenes ārsta prakse 
19564503;Āgenskalna zobārstniecības centrs, Sabiedrība ar ierobežotu atbildību 
647900005;Peremeža Iveta - ģimenes ārsta un pediatra prakse 
381600016; A.Stubailovas ģimenes ārsta prakse, SIA
250000169;Dentalfix, Sabiedrība ar ierobežotu atbildību
700200010;Zvēra Valentīna - ģimenes ārsta prakse
10001749;Dirveika Inga - homeopāta, internista un pneimonologa ārsta prakse
90000114;Aizena Natālija - ārsta prakse ķirurģijā
901200001;Lapiņa Diāna - ārsta palīga prakse
887600002;Klēvere Vija - ārsta prakse zobārstniecībā
804900014;GOOD LIFE CLINIC, SIA
967300003;TAKAS TEHNOLOGIJAS, SIA
10000731;Rīgas Strazdumuižas vidusskola - attīstības centrs
10001131;ARTA-F, Akciju sabiedrība
10001052;Laudere Ilze Laila - ārsta radiologa diagnosta prakse
10001748;ProMed sporta medicīna, Sabiedrība ar ierobežotu atbildību
10001235;Saules Veselības centrs, SIA 
10000283;Purmalis Egīls - ārsta prakse ķirurģijā
10000283;Purmalis Egīls - ārsta onkologa ķirurga prakse
130075414;Sitovenko Olga - ģimenes ārsta prakse
809600010;GATANNA, Sabiedrība ar ierobežotu atbildību
801200045;APG project, Sabiedrība ar ierobežotu atbildību
840600006;Lauriņa Aija - ģimenes ārsta un arodveselības un arodslimību ārsta prakse
10000203;Daces Lores zobārstniecības prakse, Sabiedrība ar ierobežotu atbildību
941600014;Kļaviņa Maija - ģimenes ārsta prakse
19164510;LATDENT, Sabiedrība ar ierobežotu atbildību Zobārstniecības firma
941800007;Ditas Pīlātes ģimenes ārsta prakse, Sabiedrība ar ierobežotu atbildību
210000011;Krasutina Svetlana - masiera prakse
807600028;Med Plus Ārstu prakse, SIA
840200074;Ābele Daina - audiologopēda prakse
10001750;DR klīnika, SIA
10001751;Premio, SIA
90000031;Piļipčuka Tatjana - ģimenes ārsta un neirologa prakse
900200091;Picao Caldeira Rodeia Liepa Susana - fizioterapeita prakse
10001752;Kvile Una - masiera prakse
10001753;Kusties gudri!, Sabiedrība ar ierobežotu atbildību
10001555;Aprups Juris - ārsta prakse anestezioloģijā, reanimatoloģijā
210000069;Medilat, Sabiedrība ar ierobežotu atbildību
10001876;LAT DERMA, SIA
10001754;Vītols un Vītols, SIA
10000137;AVGURS PLUSS, Sabiedrība ar ierobežotu atbildību 
170000168;Atvara Agrita - masiera prakse
170000169;Brēdiķe Kitija - masiera prakse
170000108;Kāposta Daina - ārsta radiologa diagnosta prakse
807600011;Slakters Igors - masiera prakse
10000396;DOKTORS SREBNIJS, Sabiedrība ar ierobežotu atbildību
10000446;Tavkiņš Jevgēnijs - ārsta prakse zobārstniecībā
741000012;NBS Nodrošinājuma pavēlniecības2. Reģionālā nodrošinājuma centra Medicīniskās aprūpes centrs 
10000163;Omeļčenko Aleksandrs - ārsta prakse traumatoloģijā, ortopēdijā
50000129;Polana-D, Sabiedrība ar ierobežotu atbildību
10000021;Harmonija Plus, SIA
90077802;Matulēna Māra - masiera prakse
10001601;BioTer, SIA 
801800014;Dr. Oltes zobārstniecība, SIA
10001755;Čuriška Inga - masiera prakse
110000014;Hartmans Valerijs - masiera prakse 
940200005;Točs Oskars - ārsta prakse neiroloģijā 
840200025;SALDUS ZOBĀRSTNIECĪBA, SIA
10000840;Pokrovskis Vitālijs - ārsta prakse psihiatrijā
10000379;Grantiņa Ineta - ārsta prakse bērnu alergoloģijā un bērnu pneimonoloģijā 
19577402;Smilga Ināra - ārsta prakse psihiatrijā 
801600079;Dr. Ilzes Leimanes ģimenes ārstes prakse, SIA
801800015;I.Laizānes ārsta prakse, Sabiedrība ar ierobežotu atbildību
10000453;AUXILIA PRIMA, Sabiedrība ar ierobežotu atbildību
804400014;Gžibovska Inese - ārsta prakse otolaringoloģijā
661000004;Šķirmante Elita - ģimenes ārsta prakse
19177466;Puķīte Lolita - ārsta prakse oftalmoloģijā
130000094;Kampina, Sabiedrība ar ierobežotu atbildību
807600029;Physiotherapy, Sabiedrība ar ierobežotu atbildību
110000011;Lornete, Sabiedrība ar ierobežotu atbildību
170000017;Kosova Tatjana - ģimenes ārsta prakse 
660200029;MP, Jura Kociņa individuālais uzņēmums 
50077448;Dunavecka Olga - ģimenes ārsta prakse
540200007;LAUBI UN CO, SIA
250000170;Baltic Diagnostic Services, Sabiedrība ar ierobežotu atbildību
940200003;Putriņa Līga -ģimenes ārsta un pediatra prakse 
700800014;Laba Prakse Cesvaine, Sabiedrība ar ierobežotu atbildību
10000563;IZUMRUDE, Sabiedrība ar ierobežotu atbildību
801600025;Rudzīte Inga - ārsta prakse otolaringoloģijā
10000500;Ulmaņu privātklīnika, SIA
10001124;Eglītis Jānis - onkoloģijas ķirurga ārsta prakse
10058901;LR Aizsardzības ministrijas Nacionālo bruņoto spēku Apvienotais štābs
19164519;DENTIKS, Sabiedrība ar ierobežotu atbildību
661400015;Salacgrīvas vidusskola
807600001;Āne Ausma - ģimenes ārsta prakse
905100012;Jānis Raibarts - ārsta prakse un konsultācijas, SIA
210077405;Matisane Beāte - ārsta prakse zobārstniecībā
170000111;NADZIŅI, Liepājas rajona Cīravas pagasta zemnieku saimniecība
19175408;Vecvērdiņa Vizma - ģimenes ārsta prakse
10001757;Dzenava Kristīne - fizioterapeita prakse
10064052;Baltijas biomehānikas un mākslīgo orgānu institūts, Sabiedrība ar ierobežotu atbildību
90000080;Smiti, Sabiedrība ar ierobežotu atbildību
19475436;Muskare Inese - ģimenes ārsta prakse
19375423;Tirāns Edgars -ģimenes ārsta prakse
10001760;Švēde Elīna - ģimenes ārsta prakse
130000095;ROYAL DENT, Sabiedrība ar ierobežotu atbildību 
130000063;MMClinic, Sabiedrība ar ierobežotu atbildību
270000007;Zirne Ineta - ārsta prakse dermatoloģijā, veneroloģijā 
10001761;Karlsone Lija - ārsta prakse oftalmoloģijā
400200012;Grigaļūne Iveta - ģimenes ārsta un arodveselības un arodslimību ārsta prakse
10001762;Need SOLUTION, Sabiedrība ar ierobežotu atbildību
10000417;Ziemele Evija - ārsta prakse psihoterapijā
380200042;Andreja Baranovska ārsta prakse ķirurģijā, Sabiedrība ar ierobežotu atbildību
10001763;Vingrojam kopā, Sabiedrība ar ierobežotu atbildību
250000041;SANDRAS VIĻUMSONES PRIVĀTPRAKSE, SIA
801200046;Liepiņa Madara - ģimenes ārsta prakse
840600002;Svetlanas Sergejenko ģimenes ārsta prakse, SIA
840600003;Jāņa Sergejenko ģimenes ārsta prakse, SIA
10001764;Freimane Jolanta - ārsta radiologa diagnosta prakse
10001765;Ārsts TM, Sabiedrība ar ierobežotu atbildību
19464001;Latvijas Olimpiskā vienība, Sabiedrība ar ierobežotu atbildību
110000049;JĒKABPILS CIETUMS, Ieslodzījuma vietu pārvalde
10001474;Rubenhair Baltika, Sabiedrība ar ierobežotu atbildību
10000548;Trušņikova Gaļina - ģimenes ārsta prakse
19275411;A. Kraules ģimenes ārsta prakse, SIA
10000550;Zaremba Līga - ģimenes ārsta prakse
19375441;Kuzņecova Nataļja - ģimenes ārsta prakse
19275419;Mežals Ainārs -ģimenes ārsta prakse
10000982;Kudrjavcevs Igors - ārsta prakse homeopātijā un Ci-gun metodē
10000339;Angel Plus, Sabiedrība ar ierobežotu atbildību
10000084;OMAR NADŽIB, Sabiedrība ar ierobežotu atbildību
10001766;Skerškāne Marija - audiologopēda prakse
540200004;Salkazanova Inga - ārsta prakse zobārstniecībā
250000042;Vilčinska Viola - ārsta prakse zobārstniecībā 
50000148;Sorokins Nikolajs - ārsta prakse kardioloģijā 
10001768;Mugurkaula institūts, SIA
19277427;Sazonova Svetlana - ģimenes ārsta prakse
50000149;Teļežņikovs Artūrs - ārsta prakse kardioloģijā
10001769;LIDIJAS LAGANOVSKAS ĢIMENES ĀRSTA PRAKSE, SIA
19477416;Nadeždas Tereškinas ģimenes ārsta prakse, Sabiedrība ar ierobežotu atbildību
19575414;Spasova Prakse, SIA
440800015;AIJAS JASEVIČAS FIZIOTERAPIJAS PRAKSE, Individuālais komersants 
170000171;Baranovs Aleksejs - ģimenes ārsta un internista prakse
805200007;Liepiņi, Sabiedrība ar ierobežotu atbildību
781800006;VIĻĀNU DOKTORĀTS I, Sabiedrība ar ierobežotu atbildību 
10001770;Smile Office, SIA
130000096;Rjabuhina Anastasija - ārsta radiologa diagnosta prakse
10001771;Neilande Ivanda - ārsta radiologa diagnosta prakse
801200031;Kukliča Ingrīda - ārsta prakse ginekoloģijā, dzemdniecībā
110000052;Auguste Rita - ģimenes ārsta un bērnu neirologa prakse
460200040;Štosa Dina - ārsta prakse zobārstniecībā
19164516;VV Centrs, Sabiedrība ar ierobežotu atbildību
10000301;RAMONAS LIEPIŅAS PRIVĀTPRAKSE, Sabiedrība ar ierobežotu atbildību
170077444;DAMOLA, SIA
130000041;GINEKOLOĢES INESES LASMANES PRAKSE, SIA
10001773;AGM orthopaedics, SIA
10000170;Zeltiņa Anda - ģimenes ārsta prakse
10001774;Veselības centrs Stradiņi, Sabiedrība ar ierobežotu atbildību
10066301;LOCĪTAVU ĶIRURĢIJAS PRIVĀTKLĪNIKA, Sabiedrība ar ierobežotu atbildību
661400004;Salacgrīvas novada ģimenes ārstes Ilonas Balodes doktorāts
10064026;SKULMES FIZIKĀLĀS MEDICĪNAS UN REHABILITĀCIJAS KLĪNIKA, Sabiedrība ar ierobežotu atbildību
10077404;Pļaviņa Iveta - ārsta prakse psihoterapijā
546700010;Baholdina Anastasija - ģimenes ārsta prakse
90000004;Ērikas Borisovas ģimenes ārsta prakse, Sabiedrība ar ierobežotu atbildību
10001775;Siričenko Kristīne - fizioterapeita prakse
468900002;Artemjeva Larisa - ārsta prakse zobārstniecībā 
19577411;Rutkeviča Ārija Aija - ģimenes ārsta prakse
210077202;Kirillova Ligija - ārsta prakse zobārstniecībā
420200082;Veselības centrs AURA, Sabiedrība ar ierobežotu atbildību
804400026;Relamed, SIA
210077206;Ondžule Olga - ārsta prakse zobārstniecībā
10001521;EDVITAS, SIA 
50000150;Ratnieks Igors - masiera prakse
10000525;Rimša Gaļina - ģimenes ārsta prakse
19575420;Kalniņš Aldis - ģimenes ārsta prakse 
500200013;Liepiņa Dzintra - ārsta prakse neiroloģijā
10001776;DIVOO, Sabiedrība ar ierobežotu atbildību
250000171;Beātes Salenieces Ģimenes ārsta prakse, Sabiedrība ar ierobežotu atbildību
700200012;ANITAS KLŪGAS DOKTORĀTS, SIA
540200015;Ķuze Anna - ģimenes ārsta prakse
10001777;RVZK, SIA
941600018;M.BINDRES DOKTORĀTS, SIA
10000952;ArodPrakse, Sabiedrība ar ierobežotu atbildību
905100006;Ulmane Olita - ģimenes ārsta prakse
880200032; I.L.K, SIA
10001428;Dzirdes sistēmas, SIA
807600033;S. Mitenbergas doktorāts, SIA
170000007;Smirnova Jevgeņija - ārsta prakse oftalmoloģijā
700200051;OZOLU FELDŠERPUNKTS, MADONAS NOVADA LIEZĒRES PAGASTA PĀRVALDE
10001236;Voščinskis Vladimirs - masiera prakse
620200060;Semigallia, Sabiedrība ar ierobežotu atbildību
10077432;Kaziks Vladimirs - ārsta prakse psihiatrijā un narkoloģijā 
250000140;Valmieras Bērnu sporta skola
400200015;Dalbiņa Ināra - ģimenes ārsta prakse
90000116;Herca Aija - masiera prakse
90000117;Balode-Selecka Evija - masiera prakse
10001779;GK privātprakse, SIA
10001780;NARINE, SIA
801600013;Strautmane Inese -ģimenes ārsta prakse
620200015;L.LAGZDIŅAS ĀRSTA PRAKSE, SIA
801400013;Aparjode Aiva - masiera prakse
741400009;Rancāne Līga - ģimenes ārsta un pediatra prakse
10001686;Medsocium, SIA
10001781;Vitas Vītolas ārsta prakse pediatrijā, Sabiedrība ar ierobežotu atbildību
170000173;Jakubauska Indra - ģimenes ārsta prakse
420200030;LIVITA, SIA
10000960;Skaistuma fabrika, Sabiedrība ar ierobežotu atbildību
19477469;Matvejeva Tatjana - internista, arodveselības un arodslimību ārsta prakse
10001782;Hof-Ranzen, Sabiedrība ar ierobežotu atbildību
10001783;ACU LĀZERTERAPIJAS CENTRS, SIA
10001784;GEMMA doktorāts, SIA
10077448;Mileika Tatjana - ārsta prakse dermatoloģijā, veneroloģijā
19164060;DOKTORA MILEIKA KLĪNIKA, SIA
90000044;Pučetis Edvīns - ģimenes ārsta prakse
10001785;Mihailova Anna - masiera prakse
10001786;Latkovska Līga - fizioterapeita prakse 
801600015;Kampiņa Elga - ģimenes ārsta un kardiologa prakse
10001139;Puriņa privātklīnika, Sabiedrība ar ierobežotu atbildību 
10000735;Rīgas4. pamatskola
10000735;Rīgas4. speciālās internātpamatskolas veselības punkts
10000999;APERTO, SIA
10001183;Paiča Zane - fizioterapeita prakse
10001797;Tirzīte Agrita - ārsta prakse otolaringoloģijā un lāzerterapijā 
210000071;Olgas Ratnikovas Ģimenes ārsta prakse, SIA
170000174;Čerņevska Maija - masiera prakse
801000025;LAROMED, SIA
10001787;AP MED, Sabiedrība ar ierobežotu atbildību
801000026;ALSMED, SIA
10001788;VITA FORTA, SIA
10001789;Goldmanis Renārs - tehniskā ortopēda prakse
10001161;dr. Artūra Vāveres ārsta prakse, IK
660200051;Viļķenes doktorāts, LIMBAŽU NOVADA PAŠVALDĪBA
10001790;Ar Smaidu, SIA
10000450;Aspektus, Sabiedrība ar ierobežotu atbildību
19575407;Vāvere Inga - ģimenes ārsta prakse
90000035;Zabiņako Tatjana - masiera prakse 
110000057;Lejiņa Ligita - ārsta prakse oftalmoloģijā
10001791;CHIRONS, SIA
270000034;Andžāne Lilija - ārsta prakse neiroloģijā
801600080;Šmite Baiba - ārsta prakse psihoterapijā
10001792;AxiDental, SIA
621200012;Dr.Rutas Vinteres prakse, SIA
761200022;Rudzātu speciālā pamatskola
210000072;Rebus prim, Sabiedrība ar ierobežotu atbildību
10001016;Gundega108, Sabiedrība ar ierobežotu atbildību
170000170;Ribakova Tatjana - ģimenes ārsta prakse
10000428;MEDIKAL, Sabiedrība ar ierobežotu atbildību
406400001;DENTESS, Sabiedrība ar ierobežotu atbildību
10001793;AME.LV, SIA
600200038;KLAJUMI, Kaplavas pagasta zemnieku saimniecība
10001353;Derma medical, Sabiedrība ar ierobežotu atbildību
10001747;Jevdokimovs & Sons, SIA
170000067;Liepājas Raiņa6. vidusskola
10001794;Bekker medical, SIA
427300007;Meinerte Gundega - ģimenes ārsta prakse
10000049;Atsaucība, Sabiedrība ar ierobežotu atbildību
801600042;J.D. & CO, SIA
210000073;Filimonovs Oļegs - ģimenes ārsta prakse
10001795;Scenar Baltic, Sabiedrība ar ierobežotu atbildību
90000042;Ilvas Koškinas privātprakse, Sabiedrība ar ierobežotu atbildību
270064102;PĀRVENTA, Sabiedrība ar ierobežotu atbildību
10001036;Rīgas Homeopātijas Centrs, Sabiedrība ar ierobežotu atbildību
840600017;RA VESELĪBAS CENTRS BROCĒNI, SIA
50000131;VALSTS ROBEŽSARDZES DAUGAVPILS PĀRVALDES
681000007;Kovaļčuks Andrejs - ārsta prakse traumatoloģijā, ortopēdijā
19377202;VITA SMILE, SIA
964700002;Saleniece Sarmīte - ģimenes ārsta prakse
420200056;Dens, SIA 
801600081;SANDRAS KUKAINES DOKTORĀTS, SIA
90000024;Budrēvica Ingrīda - ārsta prakse pediatrijā
19477411;Vasiļjeva Mārīte - ārsta prakse oftalmoloģijā
170000175;Reķēna Aivita - masiera prakse
19177424;Bērziņa Inta - ārsta prakse dzemdniecībā, ginekoloģijā
170077206;Liepiņa Veronika - ārsta prakse zobārstniecībā
10064548;Dr.Butkēvičas zobārstniecības prakse, SIA
741400003;Kauliņa Anna - ģimenes ārsta un arodveselības un arodslimību ārsta prakse
741000014;Čerkesa Jeļena - masiera prakse
660200052;Bluķa Riharda fizioterapeita privātprakse, IK
10001796;Soldatenkova Tatjana - ārsta prakse zobārstniecībā
10001798;SCIENCE22.COM, SIA
210077421;Ļubimova Valentīna - ārsta prakse neiroloģijā 
10001799;CONCENTUS, Sabiedrība ar ierobežotu atbildību
10001800;Zakare Melita - masiera prakse
10001801;Liepiņa Gunta - masiera prakse
170000176;Vozņesenskis Jānis - ārsta prakse traumatoloģijā, ortopēdijā
10064545;HORTA, Sabiedrība ar ierobežotu atbildību
130064502;DENTA SERVISS, Sabiedrība ar ierobežotu atbildību
10001802;JOKER LTD, SIA
250000084;Lasmane Māra - ģimenes ārsta prakse 
420200079;Fizio Forte, SIA
10001464;Kids Medical, Sabiedrība ar ierobežotu atbildību
880200064;Krasone Natālija - ārsta prakse zobārstniecībā
440200007;Kudeiko Inese -ģimenes ārsta prakse
440200002;Grunšteine Gaļina - ārsta prakse zobārstniecībā
680200043;VLAVEALS, Ludzas pilsētas V.Aleksejevas daudznozaru individuālais uzņēmums
10001803;Ivanovska Olga - ārsta internista prakse
568700006;Pelčere Vija - ģimenes ārsta prakse 
10064535;A-Serviss, SIA
19477205;Briede Dagmāra - ārsta prakse zobārstniecībā 
10000241;Oliņa Sandra - ārsta prakse zobārstniecībā
801600043;Ose Gunta - masiera prakse
320200041;Silver Dental, Sabiedrība ar ierobežotu atbildību
620200041;Krasta Astrīda - ārsta prakse zobārstniecībā
19177441;Baumane Maija - ģimenes ārsta prakse
761200016;Pastare-Meikališa Ināra - ģimenes ārsta prakse
19477423;Sergejeva Valentina - ģimenes ārsta prakse
10001804; NMN Med, Sabiedrība ar ierobežotu atbildību
10001805;NEOCORTEX, SIA
170000177;Retere Guna - ārsta prakse infektoloģijā
170000178;Reteris Mārtiņš - ārsta prakse traumatoloģijā, ortopēdijā
900200092;Pūces ģimenes ārsta prakse, SIA
10001806;Fizioterapija, Sabiedrība ar ierobežotu atbildību
10000002;Zeltiņa Inta - ārsta prakse homeopātijā
19466203;GREMOŠANAS SLIMĪBU CENTRS GASTRO, SIA 
10001018;Šidlovska Sanita - vecmātes prakse
10000361;Dakteres Spēlītes ārsta prakse, Sabiedrība ar ierobežotu atbildību
546700011;Sociālais aprūpes centrs Zemgale
10000293;Druja Signe - fizioterapeita prakse
10001807;I.Strautmanes zobārstniecības privātprakse, SIA
840200075;Bīlāne Līga - ģimenes ārsta prakse
740600019;Pelūde Kārlis - masiera prakse
661400018;Rumija, SIA
801600082;Siguldas Sporta serviss, Sabiedrība ar ierobežotu atbildību
170000159;Olmanis Aivars Andris - ārsta prakse neiroķirurģijā
400200044;Pamūšas speciālā pamatskola
10000871;Rīgas Riteņbraukšanas skola
19364504;LEGA ZOBĀRSTNIECĪBA, Sabiedrība ar ierobežotu atbildību
10001808;O.Kļaviņas ģimenes ārsta prakse, SIA
50000013;DENTA - Serviss, Sabiedrība ar ierobežotu atbildību 
10001632;Dr.med. Agneses Ruskules privātprakse, SIA
427300013;VESELAVAS PIRMSSKOLAS IZGLĪTĪBAS IESTĀDE
741000003;Raga Ineta - ģimenes ārsta prakse
801400003;SAULKRASTU ZOBĀRSTNIECĪBA, Sabiedrība ar ierobežotu atbildību
10001679;Ivetas Janmeres ģimenes ārsta prakse, Sabiedrība ar ierobežotu atbildību
10000143;LAUDE SL, Sabiedrība ar ierobežotu atbildību
620200040;I. ANDERSONES ĀRSTA PRAKSE, SIA
10001809;Revigo, Sabiedrība ar ierobežotu atbildību
660200033;I.Jakubaites ģimenes ārsta prakse, Sabiedrība ar ierobežotu atbildību  
641000025;Muižniece Laura - fizioterapeita prakse
50075433;Amosova Ludmila - ģimenes ārsta prakse
90075409;Akmentiņa Maruta - ģimenes ārsta prakse
684900005;BLONTU FELDŠERU - VECMĀŠU PUNKTS, Ciblas novada pašvaldība
800800036;YELLOW MAX, Sabiedrība ar ierobežotu atbildību 
10000243;Zitmane Zane - ģimenes ārsta prakse
10000023;Zēģele Linda - ģimenes ārsta prakse
250000048;Z. KRŪZENBERGAS ZOBĀRSTNIECĪBA, SIA
250000049;LM SMAIDS, Sabiedrība ar ierobežotu atbildību
801200021;Āva Gundega - ārsta prakse neiroloģijā
19168301;UniHaus, Sabiedrība ar ierobežotu atbildību
10000601;SMAIDA LĪNIJA, Sabiedrība ar ierobežotu atbildību
880200091;Brīnumiņš, Nodibinājums: Ģimeņu un bērnu attīstības centrs
10001810;Merkla Natālija - ārsta prakse radioloģijā
19475418;Gosteva Inga - ģimenes ārsta prakse
19477414;Zaharova Gaļina - ģimenes ārsta un pediatra prakse
19475417;Stauga Ausma - ģimenes ārsta un pediatra prakse 
170075420;Guste Maruta - ģimenes ārsta prakse
10001812;Rožkalne Zane - fizioterapeita prakse
10001813;Veilande Gunta - fizioterapeita prakse
568700004;Līce Iveta - ģimenes ārsta prakse
10001814;Cvetkova Viktorija - ģimenes ārsta prakse
10001815;TeleCardiology, SIA
110000059;Zdūne Rita - ģimenes ārsta prakse
10001816;Jevgeņijas Soboļevskas ģimenes ārsta prakse, Sabiedrība ar ierobežotu atbildību
10001817;Ābelītis Oskars - ārsta prakse akupunktūrā
